Task_ID,Duration,Start_Time,End_Time,Memory_Usage,Completion_Time
21,1,0,1,90.2,1
24,1,0,1,90.2,1
35,1,0,1,90.2,1
44,1,0,1,90.2,1
55,1,0,1,90.2,1
60,1,0,1,90.3,1
76,1,0,1,90.3,1
80,1,0,1,90.3,1
81,1,0,1,90.3,1
83,1,0,1,90.3,1
117,1,0,1,90.2,1
142,1,0,1,90.2,1
150,1,0,1,90.2,1
151,1,0,1,90.1,1
152,1,0,1,90.1,1
172,1,0,1,90.1,1
178,1,0,1,90.1,1
179,1,0,1,90.1,1
197,1,0,1,90.1,1
221,1,0,1,90.1,1
237,1,0,1,90.1,1
282,1,0,1,90.1,1
291,1,0,1,90.1,1
293,1,0,1,90.1,1
297,1,0,1,90.1,1
303,1,0,1,90.1,1
319,1,0,1,90.1,1
325,1,0,1,90.1,1
355,1,0,1,90.1,1
356,1,0,1,90.1,1
380,1,0,1,90.1,1
390,1,0,1,90.1,1
393,1,0,1,90.1,1
399,1,0,1,90.1,1
417,1,0,1,90.1,1
443,1,0,1,90.1,1
484,1,0,1,90.1,1
497,1,0,1,90.1,1
512,1,0,1,90.1,1
517,1,0,1,90.1,1
536,1,0,1,90.1,1
557,1,0,1,90.1,1
568,1,0,1,90.1,1
576,1,0,1,90.1,1
622,1,0,1,90.1,1
623,1,0,1,90.1,1
627,1,0,1,90.1,1
631,1,0,1,90.1,1
652,1,0,1,90.1,1
662,1,0,1,90.1,1
667,1,0,1,90.1,1
698,1,0,1,90.1,1
722,1,0,1,90.1,1
740,1,0,1,90.1,1
759,1,0,1,90.1,1
777,1,0,1,90.1,1
784,1,0,1,90.1,1
785,1,0,1,90.1,1
791,1,0,1,90.1,1
852,1,0,1,90.1,1
854,1,0,1,90.1,1
868,1,0,1,90.1,1
872,1,0,1,90.1,1
878,1,0,1,90.1,1
939,1,0,1,90.1,1
961,1,0,1,90.1,1
978,1,0,1,90.1,1
1020,1,0,1,90.1,1
1022,1,0,1,90.1,1
1097,1,0,1,90.1,1
1148,1,0,1,90.1,1
1192,1,0,1,90.1,1
1281,1,0,1,90.1,1
1285,1,0,1,90.1,1
1360,1,0,1,90.1,1
1362,1,0,1,90.1,1
1423,1,0,1,90.1,1
1440,1,0,1,90.1,1
1556,1,0,1,90.1,1
1557,1,0,1,90.1,1
1559,1,0,1,90.1,1
1574,1,0,1,90.1,1
1619,1,0,1,90.1,1
1639,1,0,1,90.1,1
1641,1,0,1,90.1,1
1664,1,0,1,90.1,1
1729,1,0,1,90.1,1
1903,1,0,1,90.1,1
2043,1,0,1,90.1,1
2197,1,0,1,90.1,1
2350,1,0,1,90.1,1
2373,1,0,1,90.1,1
2493,1,0,1,90.1,1
2608,1,0,1,90.1,1
2669,1,0,1,90.1,1
2689,1,0,1,90.1,1
2898,1,0,1,90.1,1
3424,1,0,1,90.1,1
3711,1,0,1,90.1,1
4339,1,0,1,90.1,1
941,1,1,2,90.1,1
672,1,1,2,90.1,1
1844,1,1,2,90.1,1
209,1,1,2,90.1,1
1425,1,1,2,90.1,1
2248,1,1,2,90.1,1
147,1,1,2,90.1,1
660,1,1,2,90.1,1
836,1,1,2,90.1,1
1179,1,1,2,90.1,1
1378,1,1,2,90.1,1
545,1,1,2,90.1,1
1572,1,1,2,90.1,1
1015,1,1,2,90.1,1
340,1,1,2,90.1,1
392,1,1,2,90.1,1
1439,1,1,2,90.1,1
194,1,1,2,90.1,1
304,1,1,2,90.1,1
1283,1,1,2,90.1,1
1581,1,1,2,90.1,1
3091,1,1,2,90.1,1
401,1,1,2,90.1,1
459,1,1,2,90.2,1
558,1,1,2,90.2,1
835,1,1,2,90.2,1
439,1,1,2,90.2,1
1871,1,1,2,90.2,1
815,1,1,2,90.2,1
1150,1,1,2,90.2,1
1402,1,1,2,90.2,1
2114,1,1,2,90.2,1
658,1,1,2,90.2,1
750,1,1,2,90.2,1
723,1,1,2,90.2,1
2370,1,1,2,90.2,1
1880,1,1,2,90.2,1
1426,1,1,2,90.3,1
733,1,1,2,90.3,1
644,1,1,2,90.3,1
834,1,1,2,90.3,1
3095,1,1,2,90.3,1
1430,1,1,2,90.3,1
2141,1,1,2,90.3,1
822,1,1,2,90.3,1
1275,1,1,2,90.3,1
938,1,1,2,90.3,1
1719,1,1,2,90.3,1
839,1,1,2,90.3,1
1140,1,1,2,90.3,1
930,1,1,2,90.3,1
2376,1,1,2,90.3,1
1287,1,1,2,90.3,1
890,1,1,2,90.3,1
823,1,1,2,90.3,1
1131,1,1,2,90.3,1
1303,1,1,2,90.3,1
2364,1,1,2,90.3,1
3645,1,1,2,90.3,1
2159,1,1,2,90.4,1
928,1,1,2,90.4,1
2541,1,1,2,90.4,1
2238,1,1,2,90.4,1
1028,1,1,2,90.4,1
951,1,1,2,90.4,1
2231,1,1,2,90.5,1
1115,1,1,2,90.5,1
2516,1,1,2,90.5,1
1271,1,1,2,90.5,1
4033,1,1,2,90.5,1
1235,1,1,2,90.5,1
2484,1,1,2,90.5,1
1455,1,1,2,90.5,1
1715,1,1,2,90.5,1
2375,1,1,2,90.5,1
2298,1,1,2,90.5,1
2736,1,1,2,90.6,1
1786,1,1,2,90.6,1
1858,1,1,2,90.6,1
1684,1,1,2,90.6,1
3303,1,1,2,90.6,1
4168,1,1,2,90.6,1
4076,1,1,2,90.6,1
3747,1,1,2,90.6,1
3220,1,1,2,90.6,1
2448,1,1,2,90.6,1
3391,1,1,2,90.7,1
3014,1,1,2,90.7,1
3370,1,1,2,90.7,1
4464,1,1,2,90.7,1
3238,1,1,2,90.7,1
3114,1,1,2,90.7,1
4356,1,1,2,90.7,1
3953,1,1,2,90.7,1
4242,1,1,2,90.7,1
4645,1,1,2,90.7,1
106,2,1,3,90.7,2
696,2,1,3,90.7,2
2446,2,1,3,90.7,2
453,2,1,3,90.7,2
2004,1,2,3,90.7,1
1084,1,2,3,90.7,1
2395,1,2,3,90.7,1
1214,1,2,3,90.8,1
2615,1,2,3,90.8,1
2432,1,2,3,90.9,1
2019,1,2,3,90.9,1
1469,1,2,3,90.9,1
1030,1,2,3,90.9,1
